subscription_id,account_id,plan_tier,seats,mrr,currency,discount_pct,billing_cycle,payment_method,start_date,end_date
SUB-000271,ACC-102480,Enterprise,3,2661,USD,10,Monthly,Credit Card,22/04/2025,
SUB-000272,ACC-101186,Starter,4,61,GBP,5,Monthly,ACH,2023-03-31,2024-01-31
SUB-000273,ACC-103765,Starter,2,59.87,USD,0,Monthly,Invoice,2022-09-18,2025-06-30
SUB-000274,ACC-103765,Pro,1,178,USD,20,Monthly,credit card,2025-06-30,02/08/2026
SUB-000275,ACC-103765,Starter,1,47.86,USD,0,Annual,Invoice,2026-02-08,
SUB-000276,ACC-102910,Enterprise,9,"$ 4,782",USD,0,Monthly,Invoice,24/06/2025,2025-07-24
SUB-000277,ACC-102910,Business,2,$ 739,USD,0,Monthly,Invoice,24-Jul-2025,2025-07-24
SUB-000278,ACC-102627,Pro,3,272.41,USD,0,Annual,ACH,2023-01-21,2025-05-19
SUB-000279,ACC-102627,Business,6,$982.57,USD,0,Annual,ACH,2025-05-19,2025-07-02
SUB-000280,ACC-102627,Enterprise,3,"2,771.58",USD,0,Monthly,Credit Card,07/02/2025,
SUB-000281,ACC-105000,Starter,1,$ 46,USD,0,Annual,Credit Card,05/12/2022,2025-05-07
SUB-000282,ACC-105000,Pro,3,$251.97,USD,0,Annual,Invoice,2025-05-07,07/05/2025
SUB-000283,ACC-100807,Pro,1,184,USD,0,Monthly,ACH,2022-12-20,2025-11-20
SUB-000284,ACC-103852,Pro,4,292.78,USD,0,Monthly,Credit Card,05/16/2022,16-Dec-2025
SUB-000285,ACC-103938,Business,4,$ 844,USD,0,Monthly,Credit Card,2024-02-04,2024-04-04
SUB-000286,ACC-105801,Pro,3,£256.50,GBP,0,Monthly,ACH,25/10/2023,
SUB-000287,ACC-102991,Pro,6,$316.60,USD,0,Annual,Invoice,2024-01-07,07/07/2024
SUB-000288,ACC-101183,Starter,3,$68.92,USD,0,Annual,Credit Card,2023-03-13,06/13/2025
SUB-000289,ACC-100185,Starter,8,$114.35,USD,0,Monthly,Credit Card,2025-04-06,01/14/2026
SUB-000290,ACC-100185,Pro,1,$191.43,USD,0,Monthly,Credit Card,14-Jan-2026,
SUB-000291,ACC-103101,Business,4,858.39,EUR,0,Annual,Credit Card,21/07/2025,
SUB-000292,ACC-103386,Business,1,646,EUR,0,Monthly,ACH,2023-08-08,2023-11-06
SUB-000293,ACC-103386,Enterprise,1,"2,094.96",EUR,0,Monthly,Credit Card,06-Nov-2023,2023-12-10
SUB-000294,ACC-103386,Business,2,670.75,EUR,0,Monthly,Credit Card,10/12/2023,2024-01-08
SUB-000295,ACC-102788,Pro,1,208.38,EUR,0,Annual,Credit Card,2024-05-27,07/21/2024
SUB-000296,ACC-102788,Starter,2,€52.64,EUR,0,Monthly,credit card,2024-07-21,2025-09-27
SUB-000297,ACC-100254,Business,3,804.04,USD,0,Monthly,credit card,06/16/2025,
SUB-000298,ACC-105448,Pro,2,$ 245,USD,0,Monthly,Invoice,10-Jun-2022,10-Oct-2022
SUB-000299,ACC-102623,Enterprise,1,"2,028.88",USD,0,Monthly,ACH,2023-09-18,
SUB-000300,ACC-103721,Pro,1,186,EUR,0,Monthly,Invoice,2023-01-12,2025-07-07
SUB-000301,ACC-103721,Enterprise,1,2055,EUR,0,Annual,Credit Card,07/07/2025,02/07/2026
SUB-000302,ACC-103721,Pro,8,€ 334,EUR,25,Annual,Credit Card,2026-02-07,
SUB-000303,ACC-105917,Starter,8,95.24,USD,0,Annual,ACH,06/19/2022,10/19/2022
SUB-000304,ACC-103759,Business,2,$648.69,USD,0,Monthly,Credit Card,10-Dec-2022,2024-09-29
SUB-000305,ACC-103759,Pro,2,245.13,USD,0,Monthly,,09/29/2024,
SUB-000306,ACC-101057,Starter,7,$93.30,USD,0,Monthly,credit card,10/20/2024,2025-03-22
SUB-000307,ACC-101057,Business,4,816.79,USD,0,Monthly,Invoice,2025-03-22,
SUB-000308,ACC-103388,Starter,2,$47.79,USD,25,Monthly,ACH,2025-03-18,
SUB-000309,ACC-102881,Starter,2,54.27,USD,0,Monthly,Credit Card,28-Jan-2024,24/03/2024
SUB-000310,ACC-102881,Pro,2,$205.52,USD,10,Monthly,Credit Card,2024-03-24,01/28/2025
SUB-000311,ACC-100157,Pro,2,$246.54,USD,5,Monthly,Credit Card,2023-04-26,
SUB-000312,ACC-102440,Pro,6,333.67,USD,15,Monthly,credit card,08/15/2024,09/29/2024
SUB-000313,ACC-102440,Business,4,$851.49,USD,0,Annual,Credit Card,29-Sep-2024,10/15/2024
SUB-000314,ACC-105316,Business,1,$ 630,USD,0,Annual,Credit Card,21-Oct-2023,21-Mar-2024
SUB-000315,ACC-101670,Business,2,655.29,USD,0,Annual,Credit Card,2023-10-29,2024-03-26
SUB-000316,ACC-101670,Enterprise,2,"$2,275.01",USD,10,Monthly,Invoice,2024-03-26,
SUB-000317,ACC-102236,Business,2,$ 777,USD,0,Annual,Credit Card,2022-03-04,2022-05-23
SUB-000318,ACC-102236,Pro,1,$196.25,USD,0,Annual,Credit Card,2022-05-23,2022-06-04
SUB-000319,ACC-102236,Business,2,522,USD,25,Monthly,Invoice,06/04/2022,04-Jun-2022
SUB-000320,ACC-102835,Starter,3,$ 69,USD,0,Annual,Credit Card,2024-05-25,2024-12-25
SUB-000321,ACC-100881,Starter,1,$50.91,USD,0,Annual,Credit Card,15-Mar-2025,
SUB-000322,ACC-100323,Starter,1,€54.28,EUR,0,Monthly,Credit Card,01/22/2024,04/22/2024
SUB-000323,ACC-100323,Business,2,€ 677,EUR,10,Monthly,Invoice,2024-04-22,
SUB-000324,ACC-105656,Starter,1,44.59,USD,0,Annual,Credit Card,17/03/2022,
SUB-000325,ACC-100626,Business,3,$782.01,USD,0,Monthly,Credit Card,2025-04-08,
SUB-000326,ACC-104947,Enterprise,8,"$4,473.64",USD,0,Monthly,Credit Card,2023-08-08,2023-11-08
SUB-000327,ACC-104947,Starter,2,41,USD,20,Annual,Credit Card,2023-11-08,2025/03/08
SUB-000328,ACC-101215,Starter,7,101,USD,0,Monthly,Credit Card,13-Apr-2025,
SUB-000329,ACC-103652,Starter,3,73,USD,0,Annual,Credit Card,2022-02-18,2022-03-18
SUB-000330,ACC-103652,Enterprise,1,"$1,570.25",USD,25,Monthly,Credit Card,2022-03-18,2022-03-18
SUB-000331,ACC-101033,Starter,2,62.20,USD,0,Annual,,25/06/2023,
SUB-000332,ACC-104161,Starter,3,$60.06,USD,0,Annual,credit card,07/03/2022,2024-06-03
SUB-000333,ACC-105384,Business,2,665.93,USD,0,Monthly,Credit Card,02/11/2024,
SUB-000334,ACC-100156,Business,3,748.50,EUR,0,Monthly,Credit Card,2023-06-20,
SUB-000335,ACC-105776,Starter,1,52.27,EUR,0,Monthly,Credit Card,2022-03-25,
SUB-000336,ACC-100472,Pro,13,$593.50,USD,0,Annual,Credit Card,2023-02-08,2023-05-12
SUB-000337,ACC-100472,Starter,5,$ 83,USD,0,Monthly,Invoice,2023/05/12,2023-07-02
SUB-000338,ACC-100472,Enterprise,3,2446,USD,0,Monthly,ACH,07/02/2023,07/08/2023
SUB-000339,ACC-100742,Pro,5,365,USD,0,Monthly,Credit Card,14-Mar-2024,2025-09-14
SUB-000340,ACC-102792,Starter,5,88,USD,0,Annual,Credit Card,2025-07-13,
SUB-000341,ACC-100031,Starter,4,$69.05,USD,0,Annual,credit card,31-May-2025,
SUB-000342,ACC-102828,Pro,3,255.50,USD,0,Annual,Credit Card,28-Jan-2025,
SUB-000343,ACC-105498,Starter,3,59.49,USD,0,Monthly,Credit Card,2025-01-25,2025-08-13
SUB-000344,ACC-105498,Pro,1,200.77,USD,0,Monthly,Credit Card,2025-08-13,
SUB-000345,ACC-101869,Pro,8,$337.87,USD,15,Monthly,credit card,16/12/2023,2024-04-18
SUB-000346,ACC-101869,Enterprise,1,2070,USD,0,Annual,Invoice,18/04/2024,28-Jan-2025
SUB-000347,ACC-101869,Business,2,673,USD,0,Monthly,ACH,2025-01-28,02/16/2025
SUB-000348,ACC-101242,Pro,3,$266.16,USD,0,Annual,Credit Card,2024-02-08,2024-04-08
SUB-000349,ACC-102850,Starter,5,71,USD,0,Monthly,ACH,08/17/2022,2023-11-17
SUB-000350,ACC-102486,Starter,1,$ 50,USD,0,Monthly,ACH,02/08/2023,
SUB-000351,ACC-103790,Pro,1,184.80,USD,15,Monthly,ACH,30-Dec-2024,2025-01-30
SUB-000352,ACC-102899,Pro,3,250.30,USD,0,Monthly,Credit Card,13/04/2024,
SUB-000353,ACC-105331,Pro,3,$251.68,USD,0,Monthly,Credit Card,2023-04-26,05/13/2026
SUB-000354,ACC-105331,Enterprise,1,"1,959.65",USD,0,Monthly,Credit Card,2026-05-13,06/01/2026
SUB-000355,ACC-105331,Pro,5,$320.80,USD,10,Monthly,Credit Card,01/06/2026,
SUB-000356,ACC-102498,Starter,6,89,EUR,0,Monthly,Credit Card,2024-02-07,2025-12-27
SUB-000357,ACC-102498,Enterprise,3,"€ 1,999",EUR,15,Monthly,Invoice,2025-12-27,
SUB-000358,ACC-104073,Pro,3,291.47,USD,0,Annual,credit card,03/07/2024,
SUB-000359,ACC-100177,Business,1,$ 563,USD,5,Monthly,Credit Card,2022/10/18,
SUB-000360,ACC-100221,Pro,1,192.98,USD,0,Annual,Credit Card,2022-08-08,2023-06-08
SUB-000361,ACC-101323,Pro,2,$173.66,USD,25,Annual,credit card,2022-04-15,04/15/2026
SUB-000362,ACC-102656,Pro,5,$ 237,USD,20,Monthly,Credit Card,2023-02-01,
SUB-000363,ACC-101038,Business,3,$ 794,USD,0,Monthly,credit card,10/02/2024,2025-08-11
SUB-000364,ACC-101038,Pro,6,369.95,USD,0,Monthly,Invoice,2025-08-11,2026-01-31
SUB-000365,ACC-101038,Starter,2,$ 56,USD,0,Monthly,Credit Card,31/01/2026,
SUB-000366,ACC-104072,Starter,2,53,USD,0,Monthly,Invoice,2025-03-26,03/09/2026
SUB-000367,ACC-104072,Business,2,$640.98,USD,0,Monthly,Credit Card,09/03/2026,2026-04-20
SUB-000368,ACC-104072,Starter,3,$ 67,USD,0,Monthly,Credit Card,04/20/2026,
SUB-000369,ACC-101042,Starter,2,53.65,USD,0,Annual,Credit Card,2025/01/28,
SUB-000370,ACC-100544,Pro,4,$317.04,USD,0,Monthly,credit card,2024-03-02,2025-10-02
SUB-000371,ACC-101172,Starter,7,$86.20,USD,0,Monthly,credit card,2024-11-23,
SUB-000372,ACC-105479,Enterprise,3,"2,510.68",USD,0,Monthly,credit card,2024/05/10,12/15/2024
SUB-000373,ACC-105479,Business,3,735,USD,0,Monthly,Credit Card,2024-12-15,2025-10-10
SUB-000374,ACC-101223,Starter,1,$45.09,USD,10,Monthly,credit card,08/02/2025,2026-01-06
SUB-000375,ACC-101223,Business,4,$862.98,USD,0,Monthly,Credit Card,06/01/2026,
SUB-000376,ACC-100469,Pro,9,$471.46,USD,0,Monthly,Invoice,2022-01-18,
SUB-000377,ACC-104617,Pro,2,210.33,USD,10,Monthly,Credit Card,2023-04-21,27-Dec-2023
SUB-000378,ACC-104617,Business,1,591,USD,0,Monthly,ACH,2023/12/27,2024-09-21
SUB-000379,ACC-102245,Starter,2,51,USD,0,Monthly,ACH,09/09/2023,2025-05-26
SUB-000380,ACC-102245,Enterprise,2,"$2,283.32",USD,0,Monthly,Invoice,05/26/2025,
SUB-000381,ACC-104467,Pro,3,214,USD,10,Monthly,Invoice,2025-06-09,2026-04-09
SUB-000382,ACC-104738,Starter,4,$ 76,USD,0,Monthly,Invoice,2023-03-25,2025-04-11
SUB-000383,ACC-104738,Pro,2,253,USD,0,Monthly,credit card,11/04/2025,
SUB-000384,ACC-103787,Starter,2,64,USD,0,Annual,Credit Card,2023-07-12,2023-10-12
SUB-000385,ACC-102133,Pro,4,268.12,USD,0,Monthly,credit card,11-Aug-2024,2026-01-22
SUB-000386,ACC-102133,Enterprise,2,"2,089.72",USD,0,Monthly,ACH,22/01/2026,2026-02-11
SUB-000387,ACC-101789,Pro,1,213,USD,0,Annual,Credit Card,2022-08-08,
SUB-000388,ACC-103807,Business,1,499.24,USD,15,Monthly,Credit Card,07/04/2023,2023-05-07
SUB-000389,ACC-103807,Pro,3,275.07,USD,0,Monthly,Credit Card,07/05/2023,2023-05-07
SUB-000390,ACC-102358,Starter,1,55,USD,0,Monthly,Credit Card,12/06/2024,2024-10-12
SUB-000391,ACC-101562,Starter,4,80,EUR,0,Monthly,credit card,08/13/2022,2024-02-09
SUB-000392,ACC-101562,Business,3,727.22,EUR,0,Annual,Invoice,2024-02-09,2026-01-13
SUB-000393,ACC-102138,Pro,1,213,USD,0,Annual,Credit Card,2025-07-03,03/02/2026
SUB-000394,ACC-104381,Starter,8,115.47,USD,0,Monthly,ACH,2022-05-07,
SUB-000395,ACC-104237,Starter,2,54.22,USD,15,Annual,Credit Card,2025-07-24,24-Apr-2026
SUB-000396,ACC-105250,Starter,4,$77.45,USD,0,Annual,Credit Card,07/30/2023,
SUB-000397,ACC-105740,Starter,6,$79.38,USD,0,Monthly,Invoice,2022-09-10,2024-07-13
SUB-000398,ACC-105740,Enterprise,5,"2,606.20",USD,20,Monthly,Credit Card,2024-07-13,2024-11-02
SUB-000399,ACC-105740,Starter,2,$61.82,USD,0,Monthly,Invoice,2024-11-02,2024-11-10
SUB-000400,ACC-103358,Business,3,€ 744,EUR,0,Monthly,Credit Card,2023-06-16,2025-05-22
SUB-000401,ACC-103358,Pro,2,€213.12,EUR,0,Annual,Credit Card,2025-05-22,
SUB-000402,ACC-100865,Starter,1,$58.47,USD,-10,Annual,Credit Card,2022-06-08,2024-09-12
SUB-000403,ACC-100865,Pro,1,$ 213,USD,0,Monthly,Credit Card,2024-09-12,2024-11-08
SUB-000404,ACC-102462,Starter,1,46.91,EUR,0,Monthly,Credit Card,2023-11-25,
SUB-000405,ACC-102471,Starter,3,57.57,USD,0,Monthly,credit card,2023-12-28,
SUB-000406,ACC-105871,Pro,2,$ 227,USD,0,Monthly,Credit Card,2025-02-02,2025-09-27
SUB-000407,ACC-105871,Starter,3,66.85,USD,5,Monthly,ACH,2025/09/27,
SUB-000408,ACC-103720,Starter,2,58.45,GBP,0,Annual,Invoice,2022-10-22,2023-10-19
SUB-000409,ACC-103720,Enterprise,2,"2,522.43",GBP,0,Annual,credit card,19/10/2023,
SUB-000410,ACC-101883,Pro,1,210,USD,0,Monthly,credit card,07/16/2023,23-Sep-2023
SUB-000411,ACC-101883,Enterprise,7,3590,USD,0,Monthly,Credit Card,2023-09-23,2024-08-16
SUB-000412,ACC-102997,Starter,1,38,EUR,25,Annual,ACH,2022/11/19,
SUB-000413,ACC-104105,Pro,1,200.85,EUR,0,Monthly,Invoice,11-Nov-2024,2025-09-11
SUB-000414,ACC-104871,Pro,3,$257.72,USD,0,Annual,ACH,08/24/2024,12/27/2024
SUB-000415,ACC-104871,Enterprise,2,"2,441.41",USD,0,Monthly,Credit Card,2024-12-27,23-Jul-2025
SUB-000416,ACC-104871,Business,1,406,USD,25,Annual,ACH,2025-07-23,
SUB-000417,ACC-103245,Pro,1,194.11,USD,0,Monthly,ACH,2025-04-26,
SUB-000418,ACC-105405,Pro,1,169.57,USD,25,Monthly,Credit Card,08/12/2025,2025-09-22
SUB-000419,ACC-105405,Enterprise,3,"$2,668.14",USD,0,Monthly,credit card,09/22/2025,2025-10-12
SUB-000420,ACC-102611,Enterprise,4,"3,214.45",USD,0,Monthly,Credit Card,02/07/2022,2023-09-12
SUB-000421,ACC-102611,Business,2,624.34,USD,0,Monthly,Credit Card,12-Sep-2023,2023-11-07
SUB-000422,ACC-101744,Starter,3,65,USD,10,Annual,Credit Card,06/06/2025,21-Nov-2025
SUB-000423,ACC-101744,Enterprise,3,"$2,839.44",USD,0,Monthly,Credit Card,11/21/2025,12/22/2025
SUB-000424,ACC-101744,Starter,3,55.73,USD,15,Monthly,Credit Card,2025-12-22,
SUB-000425,ACC-101483,Business,3,894,EUR,0,Monthly,Credit Card,21/06/2022,
SUB-000426,ACC-100296,Pro,13,$617.92,USD,0,Monthly,Credit Card,24/06/2024,09/24/2024
SUB-000427,ACC-103285,Business,1,$637.56,USD,0,Annual,ACH,2023-08-14,2025-02-19
SUB-000428,ACC-103285,Pro,4,$ 270,USD,0,Monthly,credit card,02/19/2025,
SUB-000429,ACC-102240,Business,2,$635.17,USD,0,Monthly,,2023-01-31,
SUB-000430,ACC-104313,Pro,2,194.28,EUR,15,Monthly,Credit Card,2025-04-24,2025/12/13
SUB-000431,ACC-104313,Starter,2,61.69,EUR,0,Monthly,Invoice,12/13/2025,2026-05-12
SUB-000432,ACC-104313,Business,5,899.39,EUR,0,Monthly,credit card,05/12/2026,
SUB-000433,ACC-104834,Business,1,550.29,USD,15,Annual,Credit Card,29-Jun-2024,2025-01-29
SUB-000434,ACC-105963,Pro,2,209.65,USD,15,Monthly,credit card,01/16/2023,16/09/2023
SUB-000435,ACC-103914,Starter,2,55.15,USD,0,Monthly,Credit Card,2022-02-20,20-Nov-2023
SUB-000436,ACC-101600,Business,2,$621.61,USD,0,Monthly,Credit Card,2023/04/15,
SUB-000437,ACC-103126,Pro,4,277,USD,0,Monthly,ACH,2024-02-11,2025-02-11
SUB-000438,ACC-101354,Starter,7,98.86,USD,0,Annual,Credit Card,05-Oct-2023,
SUB-000439,ACC-101615,Pro,1,185.24,USD,0,Monthly,ACH,2025-08-20,
SUB-000440,ACC-105632,Pro,3,242.41,USD,5,Monthly,Credit Card,06/28/2023,2026-04-28
SUB-000441,ACC-105608,Business,2,$742.19,USD,0,Monthly,Credit Card,2023-11-02,
SUB-000442,ACC-103477,Starter,5,75,USD,0,Monthly,Credit Card,16-Oct-2023,10/09/2024
SUB-000443,ACC-103477,Enterprise,5,3603,USD,0,Monthly,Credit Card,2024-10-09,11/16/2024
SUB-000444,ACC-101657,Pro,1,$217.09,USD,0,Annual,Credit Card,2022-04-27,27/04/2025
SUB-000445,ACC-100491,Business,2,702.89,USD,0,Annual,ACH,2022/03/08,2023-02-09
SUB-000446,ACC-100491,Starter,1,$43.05,USD,10,Monthly,Credit Card,09/02/2023,
SUB-000447,ACC-101554,Pro,3,295.76,USD,0,Monthly,Credit Card,2022-12-30,25/01/2024
SUB-000448,ACC-101554,Business,3,$710.65,USD,0,Monthly,Credit Card,2024-01-25,30/05/2025
SUB-000449,ACC-102488,Business,2,764,USD,0,Monthly,Credit Card,03/02/2024,
SUB-000450,ACC-105788,Business,1,$ 579,USD,0,Monthly,Credit Card,2022-05-21,21/12/2025
SUB-000451,ACC-105861,Starter,2,60,EUR,0,Monthly,ACH,2022-05-04,08/27/2025
SUB-000452,ACC-105861,Enterprise,6,"€3,247.33",EUR,0,Monthly,Invoice,2025-08-27,
SUB-000453,ACC-104462,Pro,11,$556.72,USD,0,Annual,Credit Card,2022-03-18,2026-05-07
SUB-000454,ACC-104462,Business,2,620.13,USD,0,Monthly,Credit Card,05/07/2026,2026-06-01
SUB-000455,ACC-104462,Enterprise,2,"2,264.13",USD,0,Monthly,Invoice,2026-06-01,
SUB-000456,ACC-100050,Starter,3,$ 71,USD,0,Monthly,Credit Card,29/08/2022,10/29/2022
SUB-000457,ACC-101163,Enterprise,7,"$ 4,244",USD,0,Monthly,credit card,01-Sep-2023,2023-11-02
SUB-000458,ACC-101163,Starter,7,$97.12,USD,0,Monthly,Credit Card,11/02/2023,2025-08-01
SUB-000459,ACC-100319,Starter,2,$54.79,USD,15,Annual,Invoice,2022-05-03,
SUB-000460,ACC-101101,Enterprise,2,"$ 1,765",USD,15,Monthly,Credit Card,01/10/2022,2023-07-20
SUB-000461,ACC-101101,Business,1,547.19,USD,20,Annual,Credit Card,2023-07-20,2024-03-01
SUB-000462,ACC-103370,Starter,7,100,USD,0,Annual,ACH,2022-05-28,03/28/2024
SUB-000463,ACC-100747,Starter,3,$ 70,USD,0,Monthly,credit card,22/07/2025,22/04/2026
SUB-000464,ACC-103693,Starter,1,45.29,USD,0,Monthly,ACH,2022-04-04,04-Dec-2022
SUB-000465,ACC-100810,Starter,4,$ 78,USD,0,Annual,ACH,2022-11-21,17-Feb-2024
SUB-000466,ACC-100810,Enterprise,1,2268,USD,0,Monthly,Credit Card,2024-02-17,2024-07-27
SUB-000467,ACC-100810,Pro,1,$220.72,USD,0,Annual,ACH,07/27/2024,2025-10-21
SUB-000468,ACC-104050,Starter,4,$ 64,USD,0,Monthly,Credit Card,2023-07-29,
SUB-000469,ACC-103467,Business,1,594.62,EUR,5,Annual,Credit Card,2022-02-24,2023-09-10
SUB-000470,ACC-103467,Starter,3,60,EUR,0,Monthly,Credit Card,2023-09-10,2023/09/24
SUB-000471,ACC-103149,Business,3,805.54,USD,5,Monthly,Credit Card,2024/03/14,2024-10-14
SUB-000472,ACC-102981,Starter,2,$ 54,USD,0,Monthly,Credit Card,12-Jul-2024,
SUB-000473,ACC-104934,Business,3,876,EUR,0,Monthly,Invoice,08/05/2022,2026-02-19
SUB-000474,ACC-104934,Starter,1,49.71,EUR,0,Monthly,ACH,2026-02-19,
SUB-000475,ACC-105400,Pro,2,238,USD,0,Annual,,2025-01-18,
SUB-000476,ACC-103947,Business,4,833.96,USD,0,Annual,Credit Card,07/10/2022,
SUB-000477,ACC-103917,Starter,1,44.26,USD,0,Monthly,credit card,12/20/2022,12/17/2023
SUB-000478,ACC-103917,Pro,4,$331.76,USD,0,Annual,ACH,17/12/2023,
SUB-000479,ACC-101485,Starter,2,$59.42,USD,0,Annual,Credit Card,2022-02-18,
SUB-000480,ACC-102585,Starter,1,45,USD,0,Monthly,credit card,2023-04-24,
SUB-000481,ACC-102789,Starter,1,38.09,EUR,15,Monthly,credit card,05/08/2025,2026-05-07
SUB-000482,ACC-102789,Enterprise,5,"€3,267.38",EUR,0,Monthly,credit card,2026-05-07,
SUB-000483,ACC-102885,Business,1,565.35,USD,0,Monthly,Invoice,14-Jan-2022,14-Apr-2022
SUB-000484,ACC-104335,Starter,1,$ 56,USD,0,Monthly,ACH,2022-12-29,29-Nov-2024
SUB-000485,ACC-104698,Pro,1,202.99,USD,0,Monthly,ACH,2022-06-01,2024/11/01
SUB-000486,ACC-103664,Starter,1,$49.03,USD,0,Monthly,Invoice,06/21/2023,07/21/2023
SUB-000487,ACC-103664,Enterprise,2,"2,066.62",USD,20,Annual,credit card,2023/07/21,2023-07-21
SUB-000488,ACC-101108,Pro,3,$ 224,USD,5,Monthly,Credit Card,2023-10-31,05/31/2025
SUB-000489,ACC-102767,Business,3,709.58,EUR,10,Monthly,,16-Aug-2025,
SUB-000490,ACC-104502,Pro,1,182,USD,0,Monthly,Invoice,2023-09-17,2023-11-07
SUB-000491,ACC-104502,Starter,1,51.83,USD,0,Monthly,Credit Card,2023-11-07,2023-12-17
SUB-000492,ACC-103407,Pro,2,207.96,USD,0,Annual,Credit Card,2022-08-06,06/11/2023
SUB-000493,ACC-101669,Pro,4,£260.90,GBP,0,Monthly,Credit Card,2023-12-13,04/13/2025
SUB-000494,ACC-100239,Starter,5,75.00,EUR,0,Monthly,Invoice,04/09/2022,2023-07-09
SUB-000495,ACC-102858,Pro,1,188,USD,5,Monthly,,23/01/2024,
SUB-000496,ACC-100199,Business,3,775.48,USD,0,Annual,Credit Card,2023-12-10,
SUB-000497,ACC-101738,Starter,1,54.69,USD,0,Annual,Credit Card,07/02/2025,
SUB-000498,ACC-104154,Business,2,554.82,USD,15,Annual,Credit Card,08/22/2025,12/31/2025
SUB-000499,ACC-104154,Pro,2,229.55,USD,0,Monthly,Credit Card,2025-12-31,
SUB-000500,ACC-104347,Business,1,584.27,USD,0,Annual,Credit Card,2022-12-23,2025-11-12
SUB-000501,ACC-104347,Starter,3,$ 71,USD,0,Monthly,ACH,2025-11-12,2025-11-23
SUB-000502,ACC-104347,Enterprise,5,"3,439.84",USD,0,Annual,Invoice,2025-11-23,2025-11-23
SUB-000503,ACC-101740,Business,6,1010,USD,0,Monthly,Credit Card,2024-08-16,05/20/2026
SUB-000504,ACC-101740,Enterprise,3,"$2,928.31",USD,0,Monthly,Credit Card,2026-05-20,
SUB-000505,ACC-102252,Business,3,£ 869,GBP,0,Monthly,Credit Card,2024-08-17,
SUB-000506,ACC-102795,Pro,2,$ 222,USD,0,Monthly,Credit Card,2024-08-28,23-May-2025
SUB-000507,ACC-102795,Business,4,816.91,USD,0,Monthly,Credit Card,2025-05-23,
SUB-000508,ACC-102986,Business,3,$810.57,USD,0,Annual,Credit Card,2022-09-29,2025-07-29
SUB-000509,ACC-103830,Business,1,557,USD,0,Monthly,ACH,15-Jul-2024,
SUB-000510,ACC-104153,Pro,4,$293.31,USD,0,Monthly,Credit Card,2025-07-14,
SUB-000511,ACC-100101,Pro,2,$ 249,USD,0,Monthly,Credit Card,2025-06-28,
SUB-000512,ACC-103379,Pro,2,212,USD,0,Monthly,ACH,2022-12-29,2023-03-16
SUB-000513,ACC-103379,Starter,1,39,USD,20,Monthly,Credit Card,2023-03-16,2023-03-29
SUB-000514,ACC-104872,Starter,3,$53.50,USD,15,Monthly,Credit Card,2025-02-12,04/30/2026
SUB-000515,ACC-104872,Enterprise,1,2279,USD,0,Monthly,Credit Card,2026-04-30,05/30/2026
SUB-000516,ACC-104872,Business,2,698.58,USD,0,Monthly,Credit Card,2026-05-30,
SUB-000517,ACC-100259,Pro,1,219.42,USD,0,Monthly,Credit Card,08/28/2022,01/28/2023
SUB-000518,ACC-102115,Pro,2,€245.46,EUR,0,Monthly,Credit Card,03/02/2022,02/09/2023
SUB-000519,ACC-105889,Starter,2,60.00,GBP,0,Monthly,Credit Card,2024-10-24,24-Jun-2025
SUB-000520,ACC-100501,Pro,2,221.17,USD,0,Monthly,Invoice,2022-06-17,
SUB-000521,ACC-100893,Pro,3,229,USD,20,Monthly,Credit Card,02/06/2025,
SUB-000522,ACC-104906,Pro,3,267.36,USD,0,Monthly,Credit Card,2022-04-15,2024-11-15
SUB-000523,ACC-105874,Pro,3,284,USD,0,Monthly,Credit Card,2023-12-29,
SUB-000524,ACC-102807,Starter,2,€45.79,EUR,20,Monthly,Credit Card,2022-07-09,2023-02-01
SUB-000525,ACC-102807,Pro,1,202.20,EUR,0,Annual,Credit Card,02/01/2023,04/09/2024
SUB-000526,ACC-103308,Pro,1,$ 167,USD,25,Monthly,ACH,02/04/2025,
SUB-000527,ACC-101161,Starter,9,94.26,GBP,15,Annual,Invoice,2025-08-21,
SUB-000528,ACC-105231,Starter,7,107,EUR,0,Monthly,Credit Card,2024-02-13,13-Dec-2024
SUB-000529,ACC-101433,Pro,4,$270.17,USD,0,Annual,Credit Card,2025-06-17,
SUB-000530,ACC-103964,Starter,4,73,USD,0,Monthly,ACH,2024-08-11,2025-12-02
SUB-000531,ACC-103964,Business,7,876,USD,25,Monthly,Credit Card,2025-12-02,03/29/2026
SUB-000532,ACC-103964,Enterprise,6,"$ 3,273",USD,0,Annual,Credit Card,2026/03/29,
SUB-000533,ACC-104527,Enterprise,1,"1,934.18",USD,10,Annual,ACH,2022-07-09,17-Oct-2022
SUB-000534,ACC-104527,Business,3,838,USD,0,Monthly,ACH,2022-10-17,12/09/2025
SUB-000535,ACC-104317,Starter,2,51,GBP,0,Monthly,Credit Card,2022-02-21,2025-12-21
SUB-000536,ACC-105521,Starter,1,55.20,USD,0,Monthly,Credit Card,2023-09-06,2025-07-06
SUB-000537,ACC-102948,Starter,4,64.12,USD,0,Monthly,credit card,2022-03-28,04/28/2022
SUB-000538,ACC-105686,Business,2,725.16,USD,0,Monthly,ACH,22-Apr-2025,
SUB-000539,ACC-105014,Business,4,5,EUR,150,Annual,Credit Card,2024-10-21,2025-08-31
SUB-000540,ACC-105014,Pro,4,274.87,EUR,15,Monthly,Credit Card,2025-08-31,
