account_id,company_name,industry,country,company_size_employees,plan_tier,acquisition_channel,sales_rep_id,signup_date,churn_date,is_trial_converted
ACC-104617,Hudson Ltd,Manufacturing,Netherlands,29.0,Pro,Paid Ads,,21/04/2023,2024-09-21,True
ACC-102245,Williams PLC,Real Estate,Netherlands,3.0,Starter,Organic Search,,2023/09/09,,True
ACC-104467,Mills PLC,Healthcare,India,78.0,Pro,Sales-Led,REP-029,06/09/2025,04/09/2026,True
ACC-104738,"Lindsey, Byrd and Foster",Consulting,United Kingdom,5.0,Starter,Content/SEO,,2023-03-25,,True
ACC-103787,"Morales, Johnson and Hunt",Real Estate,Singapore,25.0,Starter,Referral,,07/12/2023,2023-10-12,True
ACC-102133,Fuller and Sons,Real Estate,Sweden,126.0,Pro,Partner,,2024-08-11,2026-02-11,True
ACC-101789,Peters-Short,SaaS,United States,77.0,Pro,Sales-Led,REP-022,08/08/2022,,True
ACC-103807,Wood LLC,E-commerce,India,297.0,Business,Partner,,2023-04-07,2023-05-07,True
ACC-102358,Barber-Harrison,Logistics,United Kingdom,5.0,Starter,Organic Search,,2024-06-12,2024-10-12,True
ACC-101562,HEBERT-COLLIER,Education,United Kingdom,15.0,Starter,Sales-Led,REP-009,2022-08-13,2026-01-13,False
ACC-102138,Wolf Ltd,FinTech,France,11.0,Pro,Organic Search,,2025-07-03,2026-02-03,True
ACC-104381,Terry-Rogers,FinTech,Netherlands,15.0,Starter,Organic Search,,05/07/2022,,False
ACC-104237,Rodriguez-Vega,Media,Australia,7.0,Starter,Paid Ads,,24/07/2025,2026-04-24,True
ACC-105250,Parker-Watkins,E-commerce,Singapore,19.0,Starter,Sales-Led,REP-013,07/30/2023,,True
ACC-105740,Becker-King,Media,United Kingdom,7.0,Starter,Referral,,09/10/2022,2024-11-10,False
ACC-103358,"Miles, Flowers and Martinez",Consulting,Canada,113.0,Business,Content/SEO,,2023-06-16,,True
ACC-100865,Gibson-Freeman,E-commerce,Sweden,16.0,Starter,Referral,,06/08/2022,2024-11-08,True
ACC-102462,Scott-Wilson,saas,United Kingdom,11.0,Starter,Sales-Led,REP-026,25-Nov-2023,,True
ACC-102471,"Willis, Vasquez and Goodwin.",,United States,23.0,Starter,Partner,,2023-12-28,,True
ACC-105871,Ford PLC,Consulting,Sweden,30.0,Pro,Organic Search,,2025-02-02,,True
ACC-103720,Grant Group,Logistics,France,6.0,Starter,Referral,,10/22/2022,,True
ACC-101883,Sosa-Baker,Media,Netherlands,33.0,Pro,Partner,,2023-07-16,2024-08-16,True
ACC-102997,"Cooper, Swanson and Mayo Inc.",Consulting,Canada,24.0,Starter,Organic Search,,11/19/2022,,True
ACC-104105,Thomas Ltd,manufacturing,United States,,Pro,Content/SEO,,2024-11-11,2025-09-11,True
ACC-104871,"Oneill, Oconnor and Wang",Healthcare,Canada,42.0,Pro,Organic Search,,2024-08-24,,True
ACC-103245,Wilson-Robinson,Consulting,Germany,20.0,Pro,Referral,,26-Apr-2025,,True
ACC-105405,"Garcia, Brown and Melton",consulting,Germany,52.0,Pro,Content/SEO,,08/12/2025,2025-10-12,True
ACC-102611,LEONARD LLC,Manufacturing,United Kingdom,1202.0,Enterprise,Content/SEO,REP-018,02/07/2022,2023-11-07,True
ACC-101744,Brooks Inc,E-commerce,U.S.A.,10.0,Starter,Referral,,06/06/2025,,True
ACC-101483,"Brown, Wise and Warren",Education,United States,,Business,,,06/21/2022,,True
ACC-100296,Howard-Jordan,FinTech,United States,18.0,Pro,Content/SEO,,24/06/2024,2024-09-24,True
ACC-103285,CAMERON PLC,Media,Australia,25.0,Business,Sales-Led,REP-005,2023-08-14,,True
ACC-102240,Richardson-Long,E-commerce,Canada,174.0,Business,Sales-Led,REP-032,2023-01-31,,True
ACC-104313,Gill Inc,SaaS,France,61.0,Pro,Referral,,04/24/2025,,True
ACC-104834,"Allen, Olson and Ortiz",E-commerce,Australia,474.0,Business,Partner,,29/06/2024,2025-01-29,True
ACC-105963,Smith and Sons,Manufacturing,Spain,17.0,Pro,Sales-Led,REP-013,2023-01-16,09/16/2023,True
ACC-103914,Pope and Sons,Real Estate,India,12.0,Starter,Referral,,2022-02-20,20/11/2023,True
ACC-101600,"Wagner, Walker and Roberts",fintech,United States,137.0,Business,Partner,,2023-04-15,,True
ACC-103126,"HALL, LEWIS AND MALDONADO",Healthcare,United Kingdom,52.0,Pro,Organic Search,,11/02/2024,11-Feb-2025,True
ACC-101354,Shaw and Sons,Manufacturing,Germany,20.0,Starter,Paid Ads,,05-Oct-2023,,True
ACC-101615,Gonzalez LLC,Consulting,Netherlands,16.0,Pro,Paid Ads,,2025-08-20,,True
ACC-105632,"Smith, Morales and Whitaker",SaaS,United States,191.0,Pro,Organic Search,,2023-06-28,2026-04-28,True
ACC-105608,"Russell, Daniels and Martinez",Education,united states,61.0,Business,Content/SEO,,2023-11-02,,True
ACC-103477,"  Franklin, Gray and Sutton  ",Healthcare,United Kingdom,24.0,Starter,Partner,,10/16/2023,11/16/2024,True
ACC-101657,Hall Inc,Media,,7.0,Pro,Partner,,2022-04-27,27/04/2025,True
ACC-100491,Anderson-Bell,E-commerce,,79.0,Business,Referral,,03/08/2022,,True
ACC-101554,Rodriguez-Mills,,United States,63.0,Pro,Content/SEO,,2022-12-30,05/30/2025,True
ACC-102488,Rivas Ltd,Manufacturing,United States,223.0,Business,Referral,,2024/02/03,,False
ACC-105788,  Watson PLC  ,Education,Singapore,460.0,Business,Sales-Led,REP-032,2022-05-21,12/21/2025,True
ACC-105861,Rivera Inc,Manufacturing,India,3.0,Starter,Content/SEO,,2022-05-04,,True
ACC-104462,"Smith, Kelly and Oliver",SaaS,Australia,21.0,Pro,Sales-Led,REP-003,03/18/2022,,False
ACC-100050,"Brooks, Lam and Hayes",SaaS,India,20.0,Starter,Sales-Led,REP-003,29/08/2022,10/29/2022,True
ACC-101163,Wise-Dean,Manufacturing,USA,313.0,Enterprise,Organic Search,REP-031,2023-09-01,08/01/2025,False
ACC-100319,"Shaw, Nelson and Martin",Logistics,United States,7.0,Starter,Organic Search,,2022-05-03,,True
ACC-101101,Watson PLC,,United Kingdom,731.0,Enterprise,Partner,REP-013,2022-10-01,2024/03/01,True
ACC-103370,"Gonzalez, Richards and Miller",Manufacturing,France,,Starter,Sales-Led,REP-003,2022-05-28,03/28/2024,True
ACC-100747,Goodwin Ltd,Manufacturing,Germany,11.0,Starter,Paid Ads,,22-Jul-2025,2026-04-22,True
ACC-103693,Hernandez Inc,SaaS,United Kingdom,6.0,Starter,Referral,,2022-04-04,2022-12-04,True
ACC-100810,"Chavez, Jones and Williams",Consulting,Netherlands,10.0,Starter,Partner,,2022-11-21,2025-10-21,True
ACC-104050,Hamilton Ltd,FinTech,Canada,2.0,Starter,Referral,,07/29/2023,,True
ACC-103467,"Strong, Warner and Cannon",Media,France,40.0,Business,Partner,,2022-02-24,2023-09-24,True
ACC-103149,FIGUEROA AND SONS,Real Estate,Germany,200.0,Business,Sales-Led,REP-025,03/14/2024,10/14/2024,True
ACC-102981,Hicks Ltd,healthcare,United states ,20.0,Starter,Sales-Led,REP-025,07/12/2024,,True
ACC-104934,Jackson-Wong,Consulting,Netherlands,178.0,Business,Referral,,2022-08-05,,True
ACC-105400,Hart-Baker,Consulting,,31.0,Pro,Content/SEO,,18-Jan-2025,,True
ACC-103947,"Mathews, Perez and Love",Logistics,Australia,97.0,Business,Organic Search,,2022-07-10,,True
ACC-103917,Goodwin-Sherman,FinTech,United States,5.0,Starter,Referral,,12/20/2022,,True
ACC-101485,Miller Group,Consulting,France,5.0,Starter,Referral,,02/18/2022,,True
ACC-102585,"Brooks, Greene and Rowland",Media,United States,11.0,Starter,Partner,,2023-04-24,,True
ACC-102789,  Johnson Inc  ,E-commerce,Netherlands,4.0,Starter,Organic Search,,08/05/2025,,True
ACC-102885,"Howard, Anderson and Dean",Consulting,Netherlands,202.0,Business,Partner,,2022-01-14,14-Apr-2022,True
ACC-104335,"Jenkins, Gonzalez and Morgan",Consulting,India,7.0,Starter,Sales-Led,REP-028,2022-12-29,2024-11-29,True
ACC-104698,Clarke-Warren,Manufacturing,United Kingdom,50.0,Pro,Content/SEO,,2022-06-01,01-Nov-2024,True
ACC-103664,Sanders and Sons,Real Estate,Canada,5.0,Starter,Content/SEO,,2023-06-21,2023-07-21,False
ACC-101108,"Ortiz, Smith and Deleon",SaaS,Singapore,-6.0,Pro,Partner,,2023-10-31,2025-05-31,True
ACC-102767,Warren-Pena,Education,United States,171.0,Business,Partner,,08/16/2025,,False
ACC-104502,Hicks-Calderon,Manufacturing,Brazil,60.0,Pro,Sales-Led,REP-015,17-Sep-2023,2023-12-17,True
ACC-103407,"Williamson, Reynolds and Fields",Real Estate,India,,Pro,Organic Search,,2022-08-06,11/06/2023,False
ACC-101669,"Crosby, Armstrong and Herrera",,Brazil,34.0,Pro,Referral,,2023-12-13,13-Apr-2025,True
ACC-100239,"Walker, Hernandez and Baker",Media,United Kingdom,10.0,Starter,Sales-Led,REP-003,2022-04-09,2023-07-09,True
ACC-102858,Chen-Wallace,Education,United Kingdom,11.0,Pro,Paid Ads,,23-Jan-2024,,True
ACC-100199,Christensen PLC,Manufacturing,Australia,116.0,Business,Content/SEO,,2023-12-10,,True
ACC-101738,"Ferguson, Martin and Obrien",fintech,United Kingdom,,Starter,Sales-Led,REP-035,2025-07-02,,True
ACC-104154,LI-FULLER,,Germany,158.0,Business,Organic Search,,2025-08-22,,True
ACC-104347,Harris-Hernandez,SaaS,Sweden,399.0,Business,Partner,,23-Dec-2022,2025-11-23,False
ACC-101740,"Hodge, Mckinney and Nelson!",Healthcare,Singapore,999999.0,Business,Paid Ads,,2024-08-16,,True
ACC-102252,Reynolds and Sons,education,Australia,40.0,Business,Sales-Led,REP-009,2024-08-17,,True
ACC-102795,"Nguyen, Wallace and Lawson",Media,Brazil,9.0,Pro,Sales-Led,REP-018,2024-08-28,,True
ACC-102986,"Garner, Lewis and Kennedy",Media,United states ,93.0,Business,Sales-Led,REP-005,2022-09-29,2025-07-29,True
ACC-103830,Richardson-Small,Education,United States,73.0,Business,Organic Search,,2024-07-15,,True
ACC-104153,  Berry-Mills  ,Media,Canada,13.0,Pro,Content/SEO,,2025-07-14,,True
ACC-100101,"Patterson, Smith and Jones",healthcare,Germany,,Pro,Organic Search,,2025-06-28,,True
ACC-103379,"  Murray, White and Patton  ",Media,united states,39.0,Pro,Partner,,29-Dec-2022,29-Mar-2023,True
ACC-104872,Mack-Alvarado,SaaS,India,12.0,Starter,Content/SEO,,12/02/2025,,False
ACC-100259,Dean-Jimenez,Education,United States,27.0,Pro,Referral,,08/28/2022,2023-01-28,True
ACC-102115,Wilson-Campbell,Manufacturing,United Kingdom,31.0,Pro,Partner,,03/02/2022,09/02/2023,True
ACC-105889,"Pierce, Galvan and Erickson",FinTech,Great Britain,4.0,Starter,Partner,,10/24/2024,06/24/2025,True
ACC-100501,  Paul-Kline  ,Healthcare,United States,15.0,Pro,Sales-Led,REP-026,17-Jun-2022,,True
ACC-100893,Bishop and Sons,Real Estate,Sweden,47.0,Pro,Sales-Led,REP-028,06-Feb-2025,,True
ACC-104906,Anderson Inc,,United States,,Pro,Sales-Led,REP-035,2022-04-15,15/11/2024,True
ACC-105874,"Dunlap, Fleming and Brown",SaaS,United Kingdom,27.0,Pro,Sales-Led,REP-031,12/29/2023,,True
ACC-102807,MARTIN LLC,Real Estate,United Kingdom,7.0,starter,Partner,,2022-07-09,2024-04-09,True
ACC-103308,"Palmer, Edwards and Blackburn",Manufacturing,Great Britain,40.0,Pro,Sales-Led,REP-027,2025-04-02,,True
ACC-101161,"Wagner, Martinez and Dawson",FinTech,Brazil,7.0,Starter,Partner,,21-Aug-2025,,True
ACC-105231,"  Anderson, Taylor and Smith  ",,United Kingdom,5.0,Starter,,,2024-02-13,13-Dec-2024,True
ACC-101433,Perez and Sons,Education,Canada,18.0,Pro,Sales-Led,REP-030,2025/06/17,,True
ACC-103964,"Wright, Hill and Hoffman",,France,,Starter,Referral,,08/11/2024,,True
ACC-104527,"Walter, Jones and Butler!",Healthcare,United States,412.0,Enterprise,Content/SEO,REP-038,07/09/2022,2025-12-09,True
ACC-104317,"Young, Henry and Wright",Real Estate,India,2.0,Starter,Referral,,2022-02-21,2025-12-21,True
ACC-105521,Romero Group,E-commerce,United states ,1.0,Starter,Organic Search,,2023-09-06,2025-07-06,True
ACC-102948,Martinez-Freeman,Logistics,United States,10.0,Starter,Paid Ads,,2022-03-28,28-Apr-2022,True
ACC-105686,"Khan, Howard and Galvan",Education,France,327.0,Business,Paid Ads,,2025-04-22,,True
ACC-105014,Young Inc,E-commerce,United States,289.0,Business,Referral,,2024-10-21,,True
ACC-101128,"  Evans, Jackson and Sandoval  ",Logistics,Australia,9.0,starter,Organic Search,,2023-03-30,2023-06-30,True
ACC-101119,"Nguyen, Hill and Douglas",E-commerce,Brazil,12.0,Starter,Sales-Led,REP-009,10/11/2024,2024-12-10,True
ACC-105876,"Watson, Hall and Roth",FinTech,United States,130.0,Business,Referral,,2025-07-31,,False
ACC-100710,Figueroa Inc,SaaS,Singapore,74.0,Pro,Sales-Led,REP-010,2024-01-20,2024-05-20,True
ACC-100969,"Terry, Williams and Huff",Consulting,India,14.0,Starter,Partner,,2023-02-11,2024-12-11,False
ACC-105512,Peters Inc,Education,U.K.,21.0,Pro,Content/SEO,,2022-07-18,2022-11-18,True
ACC-100672,Nunez-Stephens,Media,United States,,Pro,Organic Search,,2024-03-21,,True
ACC-102803,"Davies, Archer and Owens",Healthcare,Germany,233.0,Business,Organic Search,,2022-04-01,2022-07-01,True
ACC-105338,"Hanson, Rich and English",Manufacturing,United States,85.0,Starter,Content/SEO,,2025-02-14,14-Sep-2025,False
ACC-105853,Rogers and Sons,Media,United States,203.0,Business,Paid Ads,,2023-06-13,13-Aug-2023,True
ACC-104515,Dixon LLC,Media,United Kingdom,294.0,Business,Referral,,01/09/2022,,True
ACC-104985,Le-Coleman,Logistics,United States,40.0,Pro,Paid Ads,,20-Nov-2023,,True
ACC-103410,Alvarez LLC,Healthcare,France,34.0,Pro,Partner,,17-Aug-2024,,True
ACC-103011,"Gibson, Zimmerman and Warren",,United States,14.0,Pro,Content/SEO,,02/04/2025,,True
ACC-105380,"Jensen, Cruz and Harvey",SaaS,United States,209.0,Business,Content/SEO,,2023-07-16,05/16/2024,True
ACC-105804,"Arnold, Ramirez and Franklin",Real Estate,Canada,8.0,Starter,Organic Search,,2024-08-19,,True
ACC-103710,"Thomas, Martin and Baxter",Consulting,France,3.0,Starter,Paid Ads,,01/03/2025,,False
ACC-101726,"Pierce, Wang and Wilson",Consulting,United States,,starter,Content/SEO,,2023-06-22,,True
ACC-103979,Cantu Group,Education,United States,43.0,Business,Partner,,01/05/2024,2025-06-01,True
ACC-100088,Suarez LLC,Education,Sweden,180.0,Business,Content/SEO,,12/03/2024,2026-01-03,True
ACC-105926,"Peters, Gutierrez and King",Real Estate,United States,4413.0,Enterprise,Partner,REP-028,04/30/2022,,True
ACC-100324,"DIAZ, GIBBS AND SMITH",SaaS,Canada,106.0,Business,,,2022-03-30,,True
ACC-102851,Wilson PLC,FinTech,France,20.0,Pro,Content/SEO,,25-Oct-2023,10/25/2024,True
ACC-104406,Thomas-Weaver,FinTech,France,38.0,Pro,Sales-Led,REP-017,2023-07-09,,True
ACC-100325,"Martinez, Richardson and Curry",E-commerce,United States,13.0,Pro,Referral,,2025/03/23,,True
ACC-101129,"White, Davis and Anderson",FinTech,United states ,2001.0,Enterprise,Organic Search,REP-018,2024-08-30,,False
ACC-103534,"BRAUN, HESTER AND SMITH",Real Estate,Germany,14.0,Starter,Paid Ads,,2023-09-08,,True
ACC-100132,"Bentley, Byrd and Orr",,Singapore,129.0,Pro,Content/SEO,,08/29/2023,2023-11-29,False
ACC-100712,"Butler, Hernandez and Rivera",Media,India,21.0,Starter,Referral,,2024-03-12,2024/06/12,True
ACC-103317,Bell-Wilson,FinTech,France,17.0,Pro,Referral,,2022-04-11,,True
ACC-103601,Baker-Lin Inc.,E-commerce,United States,1944.0,Enterprise,Paid Ads,,01/03/2024,,True
ACC-104730,"  Li, Mason and Jacobson  ",Real Estate,Netherlands,,Pro,Organic Search,,07/19/2024,,True
ACC-104145,"Hamilton, Baker and Osborn",Education,India,,Pro,Content/SEO,,2023-08-29,2025/03/29,True
ACC-105488,Dunn-Fernandez,Media,Germany,96.0,Business,Sales-Led,REP-021,2024-09-07,,True
ACC-102633,Carroll-Lloyd.,SaaS,France,17.0,Starter,Referral,,2022-03-18,2024-07-18,False
ACC-102348,Mccoy Ltd,Healthcare,Australia,225.0,Business,Organic Search,,2023-08-09,,True
ACC-103898,"Murray, Sanchez and Morrison",E-commerce,Australia,463.0,Business,Partner,,07/23/2024,2024-12-23,True
ACC-105540,Pope Inc,Logistics,,22.0,Pro,Content/SEO,,2025-08-14,,True
ACC-105179,Nichols LLC,Real Estate,India,9.0,Starter,Paid Ads,,2023-04-10,,False
ACC-101569,Hudson and Sons,Education,united states,23.0,Pro,,,2023-11-27,,True
ACC-104083,"Meyer, Ray and Stephenson",Consulting,Singapore,104.0,Pro,Paid Ads,,2025-04-10,2026-05-10,True
ACC-102941,"Robertson, Barry and Walls",FinTech,Sweden,127.0,Pro,Organic Search,,13-May-2025,2025-06-13,False
ACC-103661,"FERGUSON, SANCHEZ AND SMITH",Education,India,42.0,Pro,Referral,,11-Apr-2024,11/01/2026,True
ACC-105550,Logan-Rice,E-commerce,Spain,360.0,Business,Organic Search,,2023/10/22,,False
ACC-104853,"Harris, Hernandez and Becker",Healthcare,United States,26.0,Pro,Partner,,22/10/2023,22/11/2024,False
ACC-104172,Smith-Lopez,,India,234.0,Business,Content/SEO,,21/02/2025,,True
ACC-101297,Hamilton-Smith,Logistics,Spain,71.0,Business,Partner,,2022-01-05,,True
ACC-102944,Bailey Ltd,Media,Singapore,,Starter,Sales-Led,REP-017,2024-04-14,,True
ACC-100371,Davis Inc,Consulting,Germany,7.0,Starter,Sales-Led,REP-034,2025-05-04,,True
ACC-105911,Bates PLC,E-commerce,India,13.0,Pro,Paid Ads,,2023-08-29,,True
ACC-103641,"Gonzalez, Moore and Nichols",SaaS,United States,,Enterprise,Referral,,12/27/2023,,True
ACC-103525,Johnson-Howard,FinTech,United States,4.0,Starter,Sales-Led,REP-035,2023/01/23,2024-01-23,True
ACC-102534,"Gonzales, Davis and Griffin",Media,Brazil,1941.0,Enterprise,Content/SEO,REP-007,2022-12-15,,True
ACC-103647,Moore LLC,Healthcare,Japan,,Pro,Organic Search,,2022-04-08,2025/07/08,False
ACC-105595,"Henderson, Gomez and Williams",Healthcare,Spain,275.0,Business,Partner,,02/26/2022,,True
ACC-100168,"Yates, Ramsey and Pittman",Logistics,Netherlands,714.0,Enterprise,,REP-004,02/17/2025,,True
ACC-102405,Medina Group,Healthcare,France,1.0,Starter,Organic Search,,2024-04-02,,True
ACC-105955,"Williams, Riddle and Morgan",logistics,united kingdom,106.0,Business,Paid Ads,,18-Jun-2022,,True
ACC-101158,Martin Group,FinTech,Canada,82.0,Business,Organic Search,,2022-04-16,,True
ACC-104575,Weaver Inc,Manufacturing,Singapore,203.0,Business,Sales-Led,REP-039,04/14/2025,,True
ACC-103409,"Allen, Hunt and Lyons",Media,united kingdom,2066.0,Enterprise,Content/SEO,REP-034,2022-06-18,,True
ACC-100198,Ramirez Group,Healthcare,US,6.0,Starter,Organic Search,,2023-11-04,,True
ACC-105935,"Wise, Collins and Foster",Media,United Kingdom,9.0,Starter,Partner,,2025-03-15,,True
ACC-102892,Klein PLC,FinTech,United States,415.0,Enterprise,Organic Search,REP-021,2025-08-19,,True
ACC-102273,"Ward, Jordan and Orr",E-commerce,Germany,6.0,Starter,Partner,,2022-07-16,,True
ACC-105366,"Chapman, Oconnell and Hogan",Manufacturing,Spain,5.0,Starter,Paid Ads,,03/30/2022,,True
ACC-105933,"Hawkins, Hendrix and Hayes",Media,Japan,66.0,Pro,Content/SEO,,06/08/2023,09/06/2025,True
ACC-102798,Hatfield-Vincent,Healthcare,Brazil,361.0,Business,Partner,,2025-01-16,06/16/2025,True
ACC-103557,Steele Group,Healthcare,India,1337.0,Enterprise,Organic Search,REP-030,2023-03-13,,False
ACC-104405,Miller and Sons,Manufacturing,U.K.,311.0,Business,Partner,,20/11/2022,20-Jan-2023,True
ACC-100230,"Branch, Torres and Oliver",FinTech,Germany,,Pro,Partner,,2025-03-16,2025-11-16,True
ACC-105163,Leon Group,SaaS,India,41.0,Starter,Partner,,2023/04/28,,False
ACC-102402,"Harris, Stephens and Kramer",Manufacturing,UK,12.0,Starter,Content/SEO,,2023-12-10,,True
ACC-100964,Moore and Sons,Healthcare,Germany,171.0,Business,Content/SEO,,,,True
ACC-102022,Mcpherson Ltd,Logistics,Netherlands,42.0,Business,Referral,,2025-01-18,,True
ACC-100625,Osborn Group,saas,United Kingdom,8.0,Pro,Content/SEO,,2025-02-02,,True
ACC-101807,"  Long, Flores and Reyes  ",Real Estate,Canada,26.0,Starter,Sales-Led,REP-037,2024-02-23,,True
ACC-105011,MULLINS-HAWKINS,Healthcare,United Kingdom,730.0,enterprise,Content/SEO,REP-017,2023-05-21,,True
ACC-101874,Gates and Sons,Healthcare,Japan,,Starter,Referral,,25-May-2022,25-May-2026,True
ACC-105363,Evans-Jackson,Education,,,Starter,,,2023-02-17,17/06/2024,True
ACC-104664,Brooks-Myers,E-commerce,Germany,56.0,Pro,Partner,,2024-06-22,,False
ACC-100017,"Flowers, Martin and Kelly",Healthcare,Sweden,40.0,Pro,Referral,,03/06/2023,2024-06-06,True
ACC-103206,"Campbell, Hobbs and Baker",Real Estate,United States,313.0,Business,Organic Search,,2024-08-14,,True
ACC-101561,"Jones, Conrad and Clark",E-commerce,U.S.A.,15.0,Pro,Sales-Led,REP-033,2023-03-25,04/25/2023,True
ACC-101788,Wilson-Carlson,Healthcare,India,33.0,Pro,,,2022-11-17,2024-06-17,False
ACC-101086,Morgan LLC,E-commerce,Netherlands,8.0,Starter,Paid Ads,,03/01/2025,,True
ACC-101027,Reed LLC,Manufacturing,Australia,3.0,Starter,Content/SEO,,2022-02-02,07/02/2022,True
ACC-101777,Rodriguez-Mendoza,Consulting,Canada,17.0,Pro,Sales-Led,REP-020,2022-02-15,2023-02-15,True
ACC-100439,King-York,SaaS,France,217.0,business,Sales-Led,REP-027,2022-06-06,,True
ACC-102922,Johnston Inc,Manufacturing,Canada,,Pro,Paid Ads,,2025-07-27,,True
ACC-101328,Wilkinson and Sons,Education,Germany,3.0,Starter,Organic Search,,2024-11-01,2025/02/01,True
ACC-101566,"Jones, Torres and Blackburn.",Manufacturing,Netherlands,27.0,Pro,Partner,,2022-08-15,,True
ACC-105001,"Wu, Orozco and Davis",Media,United States,1083.0,Enterprise,Content/SEO,REP-015,2024-09-25,,True
ACC-101545,Stephens LLC,Consulting,United States,48.0,Pro,Referral,,2023-05-06,05/06/2025,True
ACC-105395,Harris PLC,Consulting,,,Starter,Content/SEO,,2024-05-15,,True
ACC-101803,Wood PLC,Education,united states,40.0,Pro,Referral,,2024-09-05,2024-11-05,False
ACC-103755,Little Group,Real Estate,India,312.0,Business,Sales-Led,REP-002,18-Nov-2023,2024-10-18,True
ACC-101221,WILSON-MALONE,,Brazil,1.0,Starter,Referral,,02/28/2024,2024-04-28,True
ACC-101092,Figueroa-Malone,consulting,Germany,2.0,Starter,Sales-Led,REP-036,14/03/2023,,True
ACC-105057,"Johnson, Hernandez and Gomez",Media,,21.0,Pro,Paid Ads,,2024-10-07,,True
ACC-103973,Cohen PLC.,Media,U.S.A.,,Starter,Paid Ads,,25-Mar-2024,,True
ACC-100681,"Robinson, Shields and Brown",Manufacturing,Brazil,180.0,Business,Content/SEO,,2025-07-20,,False
ACC-101954,Garcia Ltd,FinTech,United Kingdom,20.0,Starter,Sales-Led,REP-009,2025-07-24,,True
ACC-101448,Ruiz-Austin,Healthcare,Germany,19.0,Starter,Paid Ads,,2024-06-23,,True
ACC-105830,  Andrews Inc  ,,Canada,23.0,Pro,Organic Search,,07/09/2024,2025-06-07,True
ACC-105096,"Lowe, Morgan and Vega",healthcare,France,14.0,Pro,Organic Search,,12/20/2024,,True
