ticket_id,account_id,created_date,category,priority,resolution_time_hours,satisfaction_score
TCK-0000367,ACC-102579,2024-12-08,Bug Report,High,10.9,1.0
TCK-0000368,ACC-102579,11/24/2024,Onboarding,Medium,2.0,3.0
TCK-0000369,ACC-101397,05/05/2026,Onboarding,High,23.0,
TCK-0000370,ACC-101397,04/02/2026,Integration Help,Medium,34.5,
TCK-0000371,ACC-101397,2025-11-17,Performance,Low,0.2,
TCK-0000372,ACC-102450,13-Sep-2025,Other,High,,3.0
TCK-0000373,ACC-102450,2026-01-26,Onboarding,Medium,6.7,4.0
TCK-0000374,ACC-102515,2025/05/15,Onboarding,Low,0.8,
TCK-0000375,ACC-102515,2025-04-09,Billing,Low,0.3,3.0
TCK-0000376,ACC-102515,2025-07-28,Feature Request,Low,17.9,
TCK-0000377,ACC-105626,29-Jul-2024,Other,High,2.6,4.0
TCK-0000378,ACC-105626,2023-09-20,Feature Request,Medium,24.3,5.0
TCK-0000379,ACC-105626,2024-12-05,Billing,High,7.8,4.0
TCK-0000380,ACC-105626,2024-11-15,Bug Report,Low,3.1,4.0
TCK-0000381,ACC-105626,10/01/2024,Onboarding,Low,13.4,4.0
TCK-0000382,ACC-104696,2025-09-24,Integration Help,Medium,7.1,4.0
TCK-0000383,ACC-104696,18-Feb-2026,Account Access,Medium,8.9,4.0
TCK-0000384,ACC-104808,2023-08-10,Onboarding,Low,10.1,5.0
TCK-0000385,ACC-104808,05-Aug-2022,Billing,Medium,0.7,5.0
TCK-0000386,ACC-104808,2026-01-10,Integration Help,Medium,6.4,5.0
TCK-0000387,ACC-104808,02/26/2025,Bug Report,Medium,4.9,4.0
TCK-0000388,ACC-104808,10/25/2024,Onboarding,Medium,0.7,4.0
TCK-0000389,ACC-104808,2022-07-21,Integration Help,Low,4.0,4.0
TCK-0000390,ACC-105337,2025/02/16,Integration Help,Low,8.4,4.0
TCK-0000391,ACC-105337,2024-05-10,Other,Medium,17.9,4.0
TCK-0000392,ACC-105337,2025-06-10,Integration Help,Medium,,4.0
TCK-0000393,ACC-105337,2024-02-06,Other,High,11.9,4.0
TCK-0000394,ACC-105337,09/27/2023,Billing,Medium,35.4,4.0
TCK-0000395,ACC-105337,2023-12-18,Account Access,Urgent,0.4,4.0
TCK-0000396,ACC-105337,06/21/2025,Account Access,Low,17.9,3.0
TCK-0000397,ACC-105337,2023-10-01,Feature Request,Medium,16.2,5.0
TCK-0000398,ACC-100080,2022-11-09,Bug Report,High,16.6,4.0
TCK-0000399,ACC-100080,2022-07-20,Integration Help,Low,0.9,5.0
TCK-0000400,ACC-100080,2022-06-24,Feature Request,Urgent,0.5,5.0
TCK-0000401,ACC-103208,12/10/2024,Performance,Low,1.7,5.0
TCK-0000402,ACC-103208,05/04/2023,Feature Request,Medium,,4.0
TCK-0000403,ACC-103208,31-Aug-2023,Onboarding,Medium,14.8,4.0
TCK-0000404,ACC-103208,17/03/2025,Account Access,Low,6.8,5.0
TCK-0000405,ACC-103208,04/24/2026,Onboarding,Low,3.8,5.0
TCK-0000406,ACC-100586,2023-03-14,Onboarding,Medium,1.7,1.0
TCK-0000407,ACC-100586,2023-03-16,Integration Help,Low,26.6,5.0
TCK-0000408,ACC-100586,2023-03-15,Feature Request,Low,9.3,5.0
TCK-0000409,ACC-100586,02/12/2023,Feature Request,Medium,17.3,4.0
TCK-0000410,ACC-100586,2022-11-09,Performance,Low,,4.0
TCK-0000411,ACC-100586,27-Dec-2022,Billing,Medium,1.8,
TCK-0000412,ACC-101181,2024-07-16,Billing,Low,4.7,3.0
TCK-0000413,ACC-101181,2025-02-20,Account Access,Low,25.2,4.0
TCK-0000414,ACC-101181,06/07/2025,Billing,Low,31.1,4.0
TCK-0000415,ACC-101181,2025/12/11,Account Access,Medium,5.2,4.0
TCK-0000416,ACC-102521,18-Apr-2025,Other,Urgent,3.7,
TCK-0000417,ACC-102521,12/01/2025,Integration Help,Low,0.4,
TCK-0000418,ACC-100079,12/24/2024,Account Access,Medium,23.9,5.0
TCK-0000419,ACC-100079,2025/02/11,Bug Report,Low,21.5,2.0
TCK-0000420,ACC-100476,05-Mar-2026,Integration Help,Medium,13.4,5.0
TCK-0000421,ACC-100476,2024-11-24,Account Access,Low,,3.0
TCK-0000422,ACC-100476,2024-08-08,Integration Help,Medium,17.0,4.0
TCK-0000423,ACC-100476,2025-10-29,Billing,Medium,12.1,2.0
TCK-0000424,ACC-103770,09/30/2025,Integration Help,Low,2.6,
TCK-0000425,ACC-103770,2023-07-20,Other,Low,6.7,4.0
TCK-0000426,ACC-103770,2023-04-24,Integration Help,Low,71.2,
TCK-0000427,ACC-101760,2024-10-17,Performance,Medium,17.8,5.0
TCK-0000428,ACC-101760,2025-07-25,Feature Request,High,15.8,5.0
TCK-0000429,ACC-101760,2025-11-25,Account Access,High,32.6,5.0
TCK-0000430,ACC-100023,2022-06-09,Other,High,5.3,4.0
TCK-0000431,ACC-100023,07/20/2022,Billing,Low,1.6,5.0
TCK-0000432,ACC-100023,2022-06-13,Integration Help,Medium,0.8,1.0
TCK-0000433,ACC-100023,2022-06-08,Bug Report,Low,30.8,4.0
TCK-0000434,ACC-104678,2022-04-18,Account Access,Medium,47.0,
TCK-0000435,ACC-104678,28/03/2022,Performance,Low,5.6,5.0
TCK-0000436,ACC-102980,2024-05-18,Integration Help,High,1.5,4.0
TCK-0000437,ACC-102980,2025-12-05,Integration Help,Medium,16.1,5.0
TCK-0000438,ACC-102980,12/20/2024,Other,Low,2.5,4.0
TCK-0000439,ACC-102980,2023-11-04,Bug Report,Low,21.4,5.0
TCK-0000440,ACC-102980,30/10/2025,Billing,Low,17.9,
TCK-0000441,ACC-101951,04/08/2025,Account Access,Medium,14.2,
TCK-0000442,ACC-101951,02-Feb-2026,Integration Help,High,4.3,5.0
TCK-0000443,ACC-101973,2025-06-24,Onboarding,Low,39.5,4.0
TCK-0000444,ACC-101973,09/26/2025,Integration Help,Low,6.5,4.0
TCK-0000445,ACC-101973,11-May-2026,Account Access,High,20.8,5.0
TCK-0000446,ACC-101973,05/06/2026,Integration Help,Low,7.3,5.0
TCK-0000447,ACC-101942,2023-05-08,Other,Medium,6.2,1.0
TCK-0000448,ACC-101942,05/10/2023,Integration Help,Low,3.8,5.0
TCK-0000449,ACC-101942,15-Jan-2024,Account Access,Medium,5.4,5.0
TCK-0000450,ACC-101509,2025-03-16,Other,Low,60.1,3.0
TCK-0000451,ACC-100228,03/21/2026,Account Access,Medium,3.6,4.0
TCK-0000452,ACC-100228,26-Dec-2025,Onboarding,Urgent,3.5,1.0
TCK-0000453,ACC-100228,2025/12/14,Bug Report,Medium,7.8,3.0
TCK-0000454,ACC-104647,21/06/2025,Integration Help,High,10.6,3.0
TCK-0000455,ACC-104647,17-Apr-2025,Billing,High,6.1,4.0
TCK-0000456,ACC-104813,2022-08-11,Performance,Medium,5.0,4.0
TCK-0000457,ACC-104813,2022-07-07,Onboarding,Low,29.4,
TCK-0000458,ACC-104813,05/25/2022,Billing,Low,-20.9,5.0
TCK-0000459,ACC-104813,17-Oct-2022,Account Access,High,6.2,5.0
TCK-0000460,ACC-104813,2022-08-24,Account Access,Medium,7.6,5.0
TCK-0000461,ACC-101728,2023-01-14,Bug Report,Low,5.3,5.0
TCK-0000462,ACC-101728,2022-08-22,Bug Report,Low,7.2,5.0
TCK-0000463,ACC-101049,02/09/2025,Other,Medium,9.7,4.0
TCK-0000464,ACC-101049,2026/04/03,Bug Report,Low,10.3,2.0
TCK-0000465,ACC-101049,2025-10-27,Integration Help,Medium,0.1,4.0
TCK-0000466,ACC-101049,2024-04-23,Onboarding,Medium,25.8,5.0
TCK-0000467,ACC-101049,2025-05-08,Onboarding,Medium,7.7,5.0
TCK-0000468,ACC-101261,2023-02-10,Onboarding,Low,3.5,4.0
TCK-0000469,ACC-101261,04/05/2026,Onboarding,Medium,8.3,4.0
TCK-0000470,ACC-101261,2024-09-24,Integration Help,Low,24.1,4.0
TCK-0000471,ACC-101261,16/06/2024,Onboarding,Low,1.1,2.0
TCK-0000472,ACC-101261,04/05/2025,Integration Help,Medium,37.8,
TCK-0000473,ACC-105617,2026-03-14,Integration Help,Medium,9.9,
TCK-0000474,ACC-105617,2024-04-04,Account Access,Medium,,
TCK-0000475,ACC-105617,2026/05/26,Integration Help,Low,26.0,4.0
TCK-0000476,ACC-105617,2025-05-24,Account Access,Low,,5.0
TCK-0000477,ACC-105617,31-Dec-2023,Performance,Low,8.4,5.0
TCK-0000478,ACC-105617,2025-04-22,Bug Report,Urgent,0.8,3.0
TCK-0000479,ACC-105617,2025-06-17,Onboarding,High,30.2,3.0
TCK-0000480,ACC-102770,01/10/2023,Other,Medium,1.4,5.0
TCK-0000481,ACC-102770,2023-05-14,Account Access,Low,49.5,2.0
TCK-0000482,ACC-102770,26/10/2022,Bug Report,Medium,5.1,
TCK-0000483,ACC-102770,05/08/2023,Billing,Urgent,1.2,5.0
TCK-0000484,ACC-102770,11/22/2022,Integration Help,Medium,16.5,5.0
TCK-0000485,ACC-102770,2022-08-06,Integration Help,Low,4.6,3.0
TCK-0000486,ACC-101916,2025-08-13,Onboarding,Low,8.4,2.0
TCK-0000487,ACC-101916,2025-12-08,Onboarding,Medium,29.2,5.0
TCK-0000488,ACC-101916,2025-07-29,Feature Request,Medium,3.4,5.0
TCK-0000489,ACC-101916,2025-09-01,Billing,Medium,26.3,5.0
TCK-0000490,ACC-101617,2025-03-05,Account Access,Medium,11.9,5.0
TCK-0000491,ACC-101617,2024-07-31,Other,Medium,0.2,5.0
TCK-0000492,ACC-101617,2024-12-03,Onboarding,Low,3.3,5.0
TCK-0000493,ACC-101617,2024-07-19,Bug Report,Medium,43.4,
TCK-0000494,ACC-101617,19/01/2025,Performance,Medium,,5.0
TCK-0000495,ACC-103044,13-Jan-2025,Bug Report,Medium,3.1,5.0
TCK-0000496,ACC-103044,26/04/2025,Billing,High,0.2,3.0
TCK-0000497,ACC-100346,06/14/2024,Feature Request,High,4.6,4.0
TCK-0000498,ACC-100346,06-Sep-2024,Integration Help,Low,0.4,4.0
TCK-0000499,ACC-100346,2025-01-24,Account Access,Low,1.7,5.0
TCK-0000500,ACC-100346,2024/08/22,Onboarding,Medium,3.7,4.0
TCK-0000501,ACC-100346,2025-07-28,Integration Help,High,6.2,4.0
TCK-0000502,ACC-100346,2025-05-08,Account Access,Low,19.8,4.0
TCK-0000503,ACC-100346,2025-10-19,Billing,Urgent,5.4,5.0
TCK-0000504,ACC-100346,2024/08/02,Feature Request,Medium,1.6,4.0
TCK-0000505,ACC-105071,2025-04-28,Account Access,Low,0.2,2.0
TCK-0000506,ACC-105071,15-Jun-2025,Account Access,Low,21.8,1.0
TCK-0000507,ACC-105071,2026-04-14,Performance,Low,1.5,3.0
TCK-0000508,ACC-105071,2026-01-21,Other,Low,0.8,
TCK-0000509,ACC-105071,2025/10/21,Performance,High,0.6,
TCK-0000510,ACC-100233,2026-03-02,Account Access,Low,3.4,5.0
TCK-0000511,ACC-100233,2025-10-20,Billing,High,19.0,5.0
TCK-0000512,ACC-100233,2025-10-25,Billing,Low,6.7,4.0
TCK-0000513,ACC-100233,08/24/2025,Billing,Medium,5.8,4.0
TCK-0000514,ACC-100233,2025-07-31,Feature Request,Medium,6.1,4.0
TCK-0000515,ACC-103481,2024-05-29,Billing,Low,0.1,3.0
TCK-0000516,ACC-103481,23-Jan-2025,Performance,Medium,5.6,3.0
TCK-0000517,ACC-103481,2024-07-02,Account Access,High,24.3,4.0
TCK-0000518,ACC-103481,29/10/2024,Feature Request,Low,6.8,5.0
TCK-0000519,ACC-103481,2024-08-30,Other,Medium,12.0,3.0
TCK-0000520,ACC-103481,2024-07-01,Other,Medium,12.6,4.0
TCK-0000521,ACC-103481,2025-01-08,Performance,Low,20.7,3.0
TCK-0000522,ACC-103481,30-Jul-2024,Other,Low,,
TCK-0000523,ACC-103481,2024-04-27,Other,Low,,
TCK-0000524,ACC-104058,06/04/2025,Account Access,High,33.0,4.0
TCK-0000525,ACC-104058,2026-04-15,Onboarding,Medium,0.6,4.0
TCK-0000526,ACC-104058,2025-10-18,Integration Help,Medium,8.6,
TCK-0000527,ACC-104058,2025-05-11,Onboarding,Low,34.3,5.0
TCK-0000528,ACC-103680,25/05/2025,Bug Report,Low,3.3,
TCK-0000529,ACC-103680,09-Oct-2024,Other,Medium,5.2,4.0
TCK-0000530,ACC-103680,2025-03-14,Bug Report,Medium,5.4,5.0
TCK-0000531,ACC-103680,2025-11-06,Other,High,1.9,4.0
TCK-0000532,ACC-103669,12/06/2022,Onboarding,Low,29.3,3.0
TCK-0000533,ACC-103669,02/13/2023,Other,Medium,15.9,
TCK-0000534,ACC-103669,2022-08-07,Billing,Low,19.3,2.0
TCK-0000535,ACC-100037,2025-04-11,Feature Request,Medium,2.9,1.0
TCK-0000536,ACC-100037,01/04/2026,Feature Request,High,8.1,5.0
TCK-0000537,ACC-100037,2025-03-28,Integration Help,Medium,7.6,4.0
TCK-0000538,ACC-100037,24/03/2024,Performance,Medium,15.4,2.0
TCK-0000539,ACC-100465,18/06/2024,Other,Low,6.6,
TCK-0000540,ACC-105704,2023-12-15,Integration Help,Medium,36.2,2.0
TCK-0000541,ACC-105704,2024-08-20,Account Access,Medium,4.2,4.0
TCK-0000542,ACC-105704,2024/10/17,Onboarding,High,3.2,5.0
TCK-0000543,ACC-105704,2025-09-14,Bug Report,Medium,3.0,4.0
TCK-0000544,ACC-100932,03-Mar-2023,Performance,Low,8.3,2.0
TCK-0000545,ACC-100932,2022-06-20,Billing,Medium,3.4,
TCK-0000546,ACC-100932,08/14/2023,Feature Request,Medium,0.8,5.0
TCK-0000547,ACC-100932,2023-10-17,Billing,Low,1.2,4.0
TCK-0000548,ACC-100932,11/21/2022,Onboarding,Medium,26.9,5.0
TCK-0000549,ACC-105290,06/08/2024,Onboarding,Medium,8.1,
TCK-0000550,ACC-105290,2024-05-19,Performance,Low,8.4,4.0
TCK-0000551,ACC-105290,2026-02-01,Feature Request,Low,0.2,5.0
TCK-0000552,ACC-105290,10/01/2026,Feature Request,Low,4.0,4.0
TCK-0000553,ACC-105290,2025-03-16,Bug Report,High,20.9,4.0
TCK-0000554,ACC-105290,02/16/2025,Integration Help,Medium,0.5,2.0
TCK-0000555,ACC-102228,16-Sep-2023,Onboarding,Medium,2.3,4.0
TCK-0000556,ACC-102228,2023-04-11,Account Access,Low,10.4,4.0
TCK-0000557,ACC-102228,08/22/2023,Feature Request,High,4.8,
TCK-0000558,ACC-102228,25/08/2023,Other,Low,7.0,4.0
TCK-0000559,ACC-102228,2023-03-28,Billing,Low,8.2,3.0
TCK-0000560,ACC-102228,2023-05-27,Account Access,High,50.4,3.0
TCK-0000561,ACC-102228,2023-03-30,Integration Help,Low,,4.0
TCK-0000562,ACC-102228,2023-11-13,Integration Help,Medium,16.8,4.0
TCK-0000563,ACC-102228,09-Dec-2023,Onboarding,Low,11.6,4.0
TCK-0000564,ACC-105054,17/08/2022,Onboarding,Low,13.5,
TCK-0000565,ACC-105054,2023-04-19,Performance,High,2.3,5.0
TCK-0000566,ACC-104741,2026-04-20,Onboarding,Low,,1.0
TCK-0000567,ACC-100506,2024-07-07,Account Access,Medium,0.8,4.0
TCK-0000568,ACC-100506,12/25/2025,Account Access,Low,5.1,2.0
TCK-0000569,ACC-100506,2025-02-28,Bug Report,Low,23.2,5.0
TCK-0000570,ACC-100506,2024-12-06,Account Access,Low,3.4,5.0
TCK-0000571,ACC-100506,2025-09-08,Performance,Medium,5.5,4.0
TCK-0000572,ACC-100506,2024-02-27,Bug Report,Low,11.8,3.0
TCK-0000573,ACC-100401,04/09/2023,Performance,High,5.3,4.0
TCK-0000574,ACC-100401,2024-05-22,Performance,Medium,2.5,4.0
TCK-0000575,ACC-100401,2023-12-06,Billing,High,23.7,5.0
TCK-0000576,ACC-100401,2024/10/07,Bug Report,Low,17.3,5.0
TCK-0000577,ACC-103780,2023-11-20,Integration Help,Medium,5.3,5.0
TCK-0000578,ACC-103780,2023-06-24,Bug Report,Medium,9.6,
TCK-0000579,ACC-103780,17-Dec-2025,Feature Request,Medium,33.1,4.0
TCK-0000580,ACC-103780,16-Nov-2023,Feature Request,Low,4.0,2.0
TCK-0000581,ACC-103780,2023-02-26,Onboarding,Urgent,3.4,5.0
TCK-0000582,ACC-103780,2024-08-19,Billing,High,45.5,3.0
TCK-0000583,ACC-104806,2023-08-26,Integration Help,Low,12.1,4.0
TCK-0000584,ACC-104806,12/08/2023,Bug Report,Urgent,6.9,5.0
TCK-0000585,ACC-104806,2024-01-22,Other,Medium,,5.0
TCK-0000586,ACC-104806,02/12/2024,Integration Help,Low,14.9,
TCK-0000587,ACC-104806,29-Jul-2023,Bug Report,High,30.6,4.0
TCK-0000588,ACC-101369,2025-02-15,Integration Help,Low,7.6,3.0
TCK-0000589,ACC-100167,10/01/2025,Billing,Medium,2.5,2.0
TCK-0000590,ACC-102093,2022-09-21,Billing,High,0.5,3.0
TCK-0000591,ACC-102093,2022-02-12,Billing,High,11.5,
TCK-0000592,ACC-102093,17/06/2023,Other,Low,1.5,5.0
TCK-0000593,ACC-102093,2022/11/30,Other,Low,20.1,4.0
TCK-0000594,ACC-102093,2023-06-21,Feature Request,Low,10.6,5.0
TCK-0000595,ACC-102093,03/11/2023,Billing,Low,-5.0,4.0
TCK-0000596,ACC-102093,08/20/2022,Bug Report,Low,25.8,
TCK-0000597,ACC-102093,2022/06/17,Feature Request,Low,6.2,3.0
TCK-0000598,ACC-105430,06/29/2025,Bug Report,Low,5.6,5.0
TCK-0000599,ACC-105430,24-Apr-2025,Other,Urgent,3.5,5.0
TCK-0000600,ACC-105430,2025-04-19,Other,Medium,13.6,2.0
TCK-0000601,ACC-105430,2025-09-19,Account Access,Low,0.6,3.0
TCK-0000602,ACC-105430,01/16/2025,Feature Request,Medium,10.0,5.0
TCK-0000603,ACC-105430,01-Oct-2024,Integration Help,Low,16.0,5.0
TCK-0000604,ACC-101769,2023-03-09,Bug Report,Medium,29.2,4.0
TCK-0000605,ACC-101769,2023-02-25,Integration Help,Urgent,13.4,5.0
TCK-0000606,ACC-101769,2023-03-08,Onboarding,High,1.0,5.0
TCK-0000607,ACC-105185,04/09/2023,Performance,Low,18.6,4.0
TCK-0000608,ACC-105185,06/19/2023,Other,High,0.6,1.0
TCK-0000609,ACC-105185,05/07/2023,Other,Medium,2.1,1.0
TCK-0000610,ACC-105185,05/08/2023,Bug Report,Medium,22.7,4.0
TCK-0000611,ACC-101840,2023-05-30,Performance,Low,52.4,4.0
TCK-0000612,ACC-101840,2025-10-02,Other,Low,15.6,4.0
TCK-0000613,ACC-101840,2024-06-22,Integration Help,Medium,15.0,
TCK-0000614,ACC-101840,15-Mar-2023,Billing,Medium,2.1,
TCK-0000615,ACC-101840,10/21/2023,Integration Help,High,0.1,
TCK-0000616,ACC-105930,2025-03-14,Integration Help,Low,4.0,4.0
TCK-0000617,ACC-105930,2025-01-02,Billing,High,4.5,
TCK-0000618,ACC-105930,2025-02-23,Billing,Medium,5.9,5.0
TCK-0000619,ACC-105930,07-Jun-2025,Account Access,Medium,5.6,5.0
TCK-0000620,ACC-105930,2024-06-07,Bug Report,Low,36.6,
TCK-0000621,ACC-105034,2025-11-02,Performance,Medium,3.8,5.0
TCK-0000622,ACC-105034,2025-03-24,Other,Urgent,6.1,4.0
TCK-0000623,ACC-103194,2026-05-21,Other,Medium,10.7,5.0
TCK-0000624,ACC-103194,2026-05-19,Feature Request,Medium,33.5,4.0
TCK-0000625,ACC-103194,02/23/2026,Bug Report,Low,1.8,
TCK-0000626,ACC-103194,2025-08-12,Bug Report,Medium,10.2,5.0
TCK-0000627,ACC-103194,2024-09-24,Bug Report,Medium,10.7,5.0
TCK-0000628,ACC-103194,2025-10-16,Account Access,Low,15.8,5.0
TCK-0000629,ACC-102337,2023-03-09,Bug Report,Medium,61.1,5.0
TCK-0000630,ACC-102337,2023-02-01,Integration Help,Low,-15.5,5.0
TCK-0000631,ACC-102337,2022-12-24,Account Access,Low,3.2,5.0
TCK-0000632,ACC-102337,2022-12-28,Account Access,High,9.7,2.0
TCK-0000633,ACC-102337,21/11/2022,Other,High,,5.0
TCK-0000634,ACC-102337,2023-01-21,Account Access,High,3.2,4.0
TCK-0000635,ACC-103660,12/01/2024,Other,Medium,6.1,4.0
TCK-0000636,ACC-103660,28/10/2025,Bug Report,Low,1.5,4.0
TCK-0000637,ACC-103660,2023-06-25,Integration Help,Low,0.6,3.0
TCK-0000638,ACC-103660,2023-08-27,Integration Help,Medium,3.2,2.0
TCK-0000639,ACC-103660,03/05/2024,Bug Report,Medium,17.3,3.0
TCK-0000640,ACC-103660,07/04/2025,Feature Request,Medium,1.3,2.0
TCK-0000641,ACC-103660,2024-02-20,Other,Medium,3.5,4.0
TCK-0000642,ACC-103660,2023-06-11,Billing,High,12.2,5.0
TCK-0000643,ACC-103660,2026-04-07,Billing,High,20.7,5.0
TCK-0000644,ACC-104909,2023-03-31,Other,Low,16.5,5.0
TCK-0000645,ACC-104909,2024-04-16,Other,Low,4.9,4.0
TCK-0000646,ACC-104909,29/07/2023,Onboarding,Low,2.8,5.0
TCK-0000647,ACC-100084,12/09/2024,Bug Report,Low,5.0,3.0
TCK-0000648,ACC-100084,2025-06-15,Other,High,12.0,3.0
TCK-0000649,ACC-100084,30/12/2024,Feature Request,Medium,8.9,3.0
TCK-0000650,ACC-100084,2025-05-22,Other,Low,3.8,4.0
TCK-0000651,ACC-103803,2026-04-14,Performance,Low,5.2,4.0
TCK-0000652,ACC-103803,2025-01-15,Other,Low,3.0,5.0
TCK-0000653,ACC-103803,2025-04-26,Other,Low,6.7,5.0
TCK-0000654,ACC-103803,24/11/2024,Performance,Medium,1.8,3.0
TCK-0000655,ACC-103803,2024-10-28,Account Access,Medium,42.1,4.0
TCK-0000656,ACC-104305,05-May-2022,Other,Low,18.3,4.0
TCK-0000657,ACC-104305,06/08/2022,Bug Report,Low,7.9,2.0
TCK-0000658,ACC-104305,05/21/2022,Other,Medium,5.2,1.0
TCK-0000659,ACC-104305,2022-07-20,Feature Request,Low,21.9,5.0
TCK-0000660,ACC-104305,12-Apr-2022,Other,Low,2.0,4.0
TCK-0000661,ACC-104305,2022-09-09,Feature Request,Urgent,12.1,4.0
TCK-0000662,ACC-104305,2022-07-20,Performance,Low,0.4,
TCK-0000663,ACC-102029,2025-03-26,Feature Request,Low,10.1,2.0
TCK-0000664,ACC-102029,09/16/2023,Performance,Medium,2.0,5.0
TCK-0000665,ACC-105314,2026-01-25,Feature Request,Medium,4.9,4.0
TCK-0000666,ACC-105314,19/01/2024,Performance,High,9.9,4.0
TCK-0000667,ACC-105314,11/11/2024,Bug Report,Medium,2.7,5.0
TCK-0000668,ACC-105314,2024-02-06,Onboarding,Medium,13.5,4.0
TCK-0000669,ACC-105314,2025-03-10,Feature Request,Low,86.6,5.0
TCK-0000670,ACC-105314,2025-06-30,Integration Help,Low,6.8,5.0
TCK-0000671,ACC-103112,2025-09-09,Other,Urgent,0.1,3.0
TCK-0000672,ACC-103112,2026-02-07,Billing,Medium,13.5,4.0
TCK-0000673,ACC-103112,05/18/2026,Bug Report,Low,39.1,5.0
TCK-0000674,ACC-103112,04/19/2026,Feature Request,Medium,17.3,5.0
TCK-0000675,ACC-103112,04/02/2025,Feature Request,Medium,6.7,5.0
TCK-0000676,ACC-103112,09/28/2025,Bug Report,Low,33.1,5.0
TCK-0000677,ACC-104672,10/04/2022,Feature Request,High,2.2,5.0
TCK-0000678,ACC-102086,13/02/2023,Performance,Urgent,3.6,
TCK-0000679,ACC-102086,08/16/2023,Billing,Medium,18.6,3.0
TCK-0000680,ACC-102086,13-Oct-2022,Performance,Medium,60.9,5.0
TCK-0000681,ACC-102086,2023-02-17,Bug Report,High,3.8,5.0
TCK-0000682,ACC-102086,12/02/2024,Integration Help,Medium,0.9,4.0
TCK-0000683,ACC-102086,15-May-2024,Account Access,Low,15.3,5.0
TCK-0000684,ACC-104048,2024-03-25,Integration Help,Medium,,
TCK-0000685,ACC-104048,2025-01-12,Other,Low,27.6,3.0
TCK-0000686,ACC-104048,2024-01-16,Bug Report,Medium,3.9,3.0
TCK-0000687,ACC-104048,2024-12-26,Feature Request,Low,46.9,4.0
TCK-0000688,ACC-104048,20-Sep-2024,Performance,High,,4.0
TCK-0000689,ACC-104048,2023-12-11,Feature Request,Medium,1.8,4.0
TCK-0000690,ACC-102318,01/18/2025,Feature Request,High,32.5,
TCK-0000691,ACC-102318,2025-07-11,Other,High,24.2,5.0
TCK-0000692,ACC-102318,02/25/2025,Account Access,Low,13.2,4.0
TCK-0000693,ACC-102318,2025-10-05,Integration Help,Medium,-3.6,5.0
TCK-0000694,ACC-102318,30-Nov-2025,Bug Report,Medium,22.3,
TCK-0000695,ACC-102318,08/04/2025,Account Access,Urgent,0.2,
TCK-0000696,ACC-102318,2024-10-31,Bug Report,Medium,5.4,4.0
TCK-0000697,ACC-104668,2024-04-07,Billing,Low,11.1,4.0
TCK-0000698,ACC-104668,2026-05-14,Other,Medium,16.3,5.0
TCK-0000699,ACC-104668,2024-08-06,Billing,Low,7.8,5.0
TCK-0000700,ACC-104668,2025-03-20,Account Access,Medium,4.7,5.0
TCK-0000701,ACC-104668,17/04/2026,Billing,Low,1.4,5.0
TCK-0000702,ACC-104668,2024-10-28,Feature Request,Low,0.2,3.0
TCK-0000703,ACC-104668,17/04/2025,Account Access,Low,8.6,1.0
TCK-0000704,ACC-104668,16/10/2025,Onboarding,Medium,3.1,4.0
TCK-0000705,ACC-101926,2024-04-14,Onboarding,Urgent,4.4,
TCK-0000706,ACC-101926,08/22/2023,Account Access,Urgent,6.0,4.0
TCK-0000707,ACC-101926,2024-05-11,Feature Request,Medium,,1.0
TCK-0000708,ACC-101926,2023-12-11,Performance,Medium,15.4,
TCK-0000709,ACC-101926,2024-02-02,Onboarding,Medium,6.3,5.0
TCK-0000710,ACC-101926,2024-06-07,Billing,Low,0.6,
TCK-0000711,ACC-101926,2023-10-15,Integration Help,Low,5.1,
TCK-0000712,ACC-101926,08/28/2023,Bug Report,Medium,37.3,3.0
TCK-0000713,ACC-101926,23/04/2024,Account Access,Low,2.4,4.0
TCK-0000714,ACC-101926,2023-10-16,Billing,Medium,1.7,3.0
TCK-0000715,ACC-101022,04/26/2025,Billing,Medium,8.6,5.0
TCK-0000716,ACC-101022,2025-08-25,Performance,Medium,2.7,
TCK-0000717,ACC-101022,05/16/2026,Other,Medium,0.5,4.0
TCK-0000718,ACC-101022,01/31/2025,Integration Help,High,0.1,
TCK-0000719,ACC-101022,06/12/2023,Onboarding,Medium,6.6,3.0
TCK-0000720,ACC-101632,2023-06-04,Feature Request,High,12.7,4.0
TCK-0000721,ACC-101632,2023-11-11,Performance,Low,2.4,5.0
TCK-0000722,ACC-101632,2023-05-20,Account Access,Medium,2.1,4.0
TCK-0000723,ACC-101632,2023-09-18,Integration Help,Medium,7.4,4.0
TCK-0000724,ACC-100408,2024-03-26,Feature Request,Low,6.2,4.0
TCK-0000725,ACC-100408,2024-07-09,Account Access,Medium,18.5,4.0
TCK-0000726,ACC-100408,2024-02-15,Account Access,Medium,24.2,5.0
TCK-0000727,ACC-104630,2023-03-07,Bug Report,Low,3.9,5.0
TCK-0000728,ACC-104630,2022-11-26,Billing,Medium,8.1,3.0
TCK-0000729,ACC-104630,2023-03-08,Feature Request,Medium,23.7,
TCK-0000730,ACC-104630,05/11/2023,Feature Request,Low,36.7,5.0
TCK-0000731,ACC-104630,17/05/2023,Feature Request,High,,4.0
TCK-0000732,ACC-104630,2023/07/10,Onboarding,High,8.2,4.0
TCK-0000733,ACC-104630,2023-10-14,Integration Help,Medium,2.0,4.0
